Full Path,NewClass,-,Class Compare,Original Class,-,Mask,Gender,Age,-,ImageName,Gender,Age,ID
/opt/ml/input/data/train/images/000006_female_Asian_59/mask5.jpg,4,,TRUE,4,,0,1,1,,mask5.jpg,female,59,6
/opt/ml/input/data/train/images/000006_female_Asian_59/normal.jpg,16,,TRUE,16,,2,1,1,,normal.jpg,female,59,6
/opt/ml/input/data/train/images/000007_female_Asian_58/incorrect_mask.jpg,10,,TRUE,10,,1,1,1,,incorrect_mask.jpg,female,58,7
/opt/ml/input/data/train/images/000007_female_Asian_58/mask1.jpg,4,,TRUE,4,,0,1,1,,mask1.jpg,female,58,7
/opt/ml/input/data/train/images/000007_female_Asian_58/mask2.jpg,4,,TRUE,4,,0,1,1,,mask2.jpg,female,58,7
/opt/ml/input/data/train/images/000007_female_Asian_58/mask3.jpg,4,,TRUE,4,,0,1,1,,mask3.jpg,female,58,7
/opt/ml/input/data/train/images/000007_female_Asian_58/mask4.jpg,4,,TRUE,4,,0,1,1,,mask4.jpg,female,58,7
/opt/ml/input/data/train/images/000007_female_Asian_58/mask5.jpg,4,,TRUE,4,,0,1,1,,mask5.jpg,female,58,7
/opt/ml/input/data/train/images/000007_female_Asian_58/normal.jpg,16,,TRUE,16,,2,1,1,,normal.jpg,female,58,7
/opt/ml/input/data/train/images/000008_female_Asian_58/incorrect_mask.jpg,10,,TRUE,10,,1,1,1,,incorrect_mask.jpg,female,58,8
/opt/ml/input/data/train/images/000008_female_Asian_58/mask1.jpg,4,,TRUE,4,,0,1,1,,mask1.jpg,female,58,8
/opt/ml/input/data/train/images/000008_female_Asian_58/mask2.jpg,4,,TRUE,4,,0,1,1,,mask2.jpg,female,58,8
/opt/ml/input/data/train/images/000008_female_Asian_58/mask3.jpg,4,,TRUE,4,,0,1,1,,mask3.jpg,female,58,8
/opt/ml/input/data/train/images/000008_female_Asian_58/mask4.jpg,4,,TRUE,4,,0,1,1,,mask4.jpg,female,58,8
/opt/ml/input/data/train/images/000008_female_Asian_58/mask5.jpg,4,,TRUE,4,,0,1,1,,mask5.jpg,female,58,8
/opt/ml/input/data/train/images/000008_female_Asian_58/normal.jpg,16,,TRUE,16,,2,1,1,,normal.jpg,female,58,8
/opt/ml/input/data/train/images/000009_female_Asian_56/incorrect_mask.jpg,10,,TRUE,10,,1,1,1,,incorrect_mask.jpg,female,56,9
/opt/ml/input/data/train/images/000009_female_Asian_56/mask1.jpg,4,,TRUE,4,,0,1,1,,mask1.jpg,female,56,9
/opt/ml/input/data/train/images/000009_female_Asian_56/mask2.jpg,4,,TRUE,4,,0,1,1,,mask2.jpg,female,56,9
/opt/ml/input/data/train/images/000009_female_Asian_56/mask3.jpg,4,,TRUE,4,,0,1,1,,mask3.jpg,female,56,9
/opt/ml/input/data/train/images/000009_female_Asian_56/mask4.jpg,4,,TRUE,4,,0,1,1,,mask4.jpg,female,56,9
/opt/ml/input/data/train/images/000009_female_Asian_56/mask5.jpg,4,,TRUE,4,,0,1,1,,mask5.jpg,female,56,9
/opt/ml/input/data/train/images/000009_female_Asian_56/normal.jpg,16,,TRUE,16,,2,1,1,,normal.jpg,female,56,9
/opt/ml/input/data/train/images/000010_female_Asian_58/incorrect_mask.jpg,10,,TRUE,10,,1,1,1,,incorrect_mask.jpg,female,58,10
/opt/ml/input/data/train/images/000010_female_Asian_58/mask1.jpg,4,,TRUE,4,,0,1,1,,mask1.jpg,female,58,10
/opt/ml/input/data/train/images/000010_female_Asian_58/mask2.jpg,4,,TRUE,4,,0,1,1,,mask2.jpg,female,58,10
/opt/ml/input/data/train/images/000010_female_Asian_58/mask3.jpg,4,,TRUE,4,,0,1,1,,mask3.jpg,female,58,10
/opt/ml/input/data/train/images/000010_female_Asian_58/mask4.jpg,4,,TRUE,4,,0,1,1,,mask4.jpg,female,58,10
/opt/ml/input/data/train/images/000010_female_Asian_58/mask5.jpg,4,,TRUE,4,,0,1,1,,mask5.jpg,female,58,10
/opt/ml/input/data/train/images/000010_female_Asian_58/normal.jpg,16,,TRUE,16,,2,1,1,,normal.jpg,female,58,10
/opt/ml/input/data/train/images/000012_male_Asian_57/incorrect_mask.jpg,7,,TRUE,7,,1,0,1,,incorrect_mask.jpg,male,57,12
/opt/ml/input/data/train/images/000012_male_Asian_57/mask1.jpg,1,,TRUE,1,,0,0,1,,mask1.jpg,male,57,12
/opt/ml/input/data/train/images/000012_male_Asian_57/mask2.jpg,1,,TRUE,1,,0,0,1,,mask2.jpg,male,57,12
/opt/ml/input/data/train/images/000012_male_Asian_57/mask3.jpg,1,,TRUE,1,,0,0,1,,mask3.jpg,male,57,12
/opt/ml/input/data/train/images/000012_male_Asian_57/mask4.jpg,1,,TRUE,1,,0,0,1,,mask4.jpg,male,57,12
/opt/ml/input/data/train/images/000012_male_Asian_57/mask5.jpg,1,,TRUE,1,,0,0,1,,mask5.jpg,male,57,12
/opt/ml/input/data/train/images/000012_male_Asian_57/normal.jpg,13,,TRUE,13,,2,0,1,,normal.jpg,male,57,12
/opt/ml/input/data/train/images/000014_female_Asian_58/incorrect_mask.jpg,10,,TRUE,10,,1,1,1,,incorrect_mask.jpg,female,58,14
/opt/ml/input/data/train/images/000014_female_Asian_58/mask1.jpg,4,,TRUE,4,,0,1,1,,mask1.jpg,female,58,14
/opt/ml/input/data/train/images/000014_female_Asian_58/mask2.jpg,4,,TRUE,4,,0,1,1,,mask2.jpg,female,58,14
/opt/ml/input/data/train/images/000014_female_Asian_58/mask3.jpg,4,,TRUE,4,,0,1,1,,mask3.jpg,female,58,14
/opt/ml/input/data/train/images/000014_female_Asian_58/mask4.jpg,4,,TRUE,4,,0,1,1,,mask4.jpg,female,58,14
/opt/ml/input/data/train/images/000014_female_Asian_58/mask5.jpg,4,,TRUE,4,,0,1,1,,mask5.jpg,female,58,14
/opt/ml/input/data/train/images/000014_female_Asian_58/normal.jpg,16,,TRUE,16,,2,1,1,,normal.jpg,female,58,14
/opt/ml/input/data/train/images/000015_male_Asian_55/incorrect_mask.jpg,7,,TRUE,7,,1,0,1,,incorrect_mask.jpg,male,55,15
/opt/ml/input/data/train/images/000015_male_Asian_55/mask1.jpg,1,,TRUE,1,,0,0,1,,mask1.jpg,male,55,15
/opt/ml/input/data/train/images/000015_male_Asian_55/mask2.jpg,1,,TRUE,1,,0,0,1,,mask2.jpg,male,55,15
/opt/ml/input/data/train/images/000015_male_Asian_55/mask3.jpg,1,,TRUE,1,,0,0,1,,mask3.jpg,male,55,15
/opt/ml/input/data/train/images/000015_male_Asian_55/mask4.jpg,1,,TRUE,1,,0,0,1,,mask4.jpg,male,55,15
/opt/ml/input/data/train/images/000015_male_Asian_55/mask5.jpg,1,,TRUE,1,,0,0,1,,mask5.jpg,male,55,15
/opt/ml/input/data/train/images/000015_male_Asian_55/normal.jpg,13,,TRUE,13,,2,0,1,,normal.jpg,male,55,15
/opt/ml/input/data/train/images/000016_female_Asian_58/incorrect_mask.jpg,10,,TRUE,10,,1,1,1,,incorrect_mask.jpg,female,58,16
/opt/ml/input/data/train/images/000016_female_Asian_58/mask1.jpg,4,,TRUE,4,,0,1,1,,mask1.jpg,female,58,16
/opt/ml/input/data/train/images/000016_female_Asian_58/mask2.jpg,4,,TRUE,4,,0,1,1,,mask2.jpg,female,58,16
/opt/ml/input/data/train/images/000016_female_Asian_58/mask3.jpg,4,,TRUE,4,,0,1,1,,mask3.jpg,female,58,16
/opt/ml/input/data/train/images/000016_female_Asian_58/mask4.jpg,4,,TRUE,4,,0,1,1,,mask4.jpg,female,58,16
/opt/ml/input/data/train/images/000016_female_Asian_58/mask5.jpg,4,,TRUE,4,,0,1,1,,mask5.jpg,female,58,16
/opt/ml/input/data/train/images/000016_female_Asian_58/normal.jpg,16,,TRUE,16,,2,1,1,,normal.jpg,female,58,16
/opt/ml/input/data/train/images/000018_female_Asian_59/incorrect_mask.jpg,10,,TRUE,10,,1,1,1,,incorrect_mask.jpg,female,59,18
/opt/ml/input/data/train/images/000018_female_Asian_59/mask1.jpg,4,,TRUE,4,,0,1,1,,mask1.jpg,female,59,18
/opt/ml/input/data/train/images/000018_female_Asian_59/mask2.jpg,4,,TRUE,4,,0,1,1,,mask2.jpg,female,59,18
/opt/ml/input/data/train/images/000018_female_Asian_59/mask3.jpg,4,,TRUE,4,,0,1,1,,mask3.jpg,female,59,18
/opt/ml/input/data/train/images/000018_female_Asian_59/mask4.jpg,4,,TRUE,4,,0,1,1,,mask4.jpg,female,59,18
/opt/ml/input/data/train/images/000018_female_Asian_59/mask5.jpg,4,,TRUE,4,,0,1,1,,mask5.jpg,female,59,18
/opt/ml/input/data/train/images/000018_female_Asian_59/normal.jpg,16,,TRUE,16,,2,1,1,,normal.jpg,female,59,18
/opt/ml/input/data/train/images/000019_female_Asian_57/incorrect_mask.jpg,10,,TRUE,10,,1,1,1,,incorrect_mask.jpg,female,57,19
/opt/ml/input/data/train/images/000019_female_Asian_57/mask1.jpg,4,,TRUE,4,,0,1,1,,mask1.jpg,female,57,19
/opt/ml/input/data/train/images/000019_female_Asian_57/mask2.jpg,4,,TRUE,4,,0,1,1,,mask2.jpg,female,57,19
/opt/ml/input/data/train/images/000019_female_Asian_57/mask3.jpg,4,,TRUE,4,,0,1,1,,mask3.jpg,female,57,19
/opt/ml/input/data/train/images/000019_female_Asian_57/mask4.jpg,4,,TRUE,4,,0,1,1,,mask4.jpg,female,57,19
/opt/ml/input/data/train/images/000019_female_Asian_57/mask5.jpg,4,,TRUE,4,,0,1,1,,mask5.jpg,female,57,19
/opt/ml/input/data/train/images/000019_female_Asian_57/normal.jpg,16,,TRUE,16,,2,1,1,,normal.jpg,female,57,19
/opt/ml/input/data/train/images/000020_female_Asian_50/incorrect_mask.jpg,16,,FALSE,10,,1,1,1,,incorrect_mask.jpg,female,50,20
/opt/ml/input/data/train/images/000020_female_Asian_50/mask1.jpg,4,,TRUE,4,,0,1,1,,mask1.jpg,female,50,20
/opt/ml/input/data/train/images/000020_female_Asian_50/mask2.jpg,4,,TRUE,4,,0,1,1,,mask2.jpg,female,50,20
/opt/ml/input/data/train/images/000020_female_Asian_50/mask3.jpg,4,,TRUE,4,,0,1,1,,mask3.jpg,female,50,20
/opt/ml/input/data/train/images/000020_female_Asian_50/mask4.jpg,4,,TRUE,4,,0,1,1,,mask4.jpg,female,50,20
/opt/ml/input/data/train/images/000020_female_Asian_50/mask5.jpg,4,,TRUE,4,,0,1,1,,mask5.jpg,female,50,20
/opt/ml/input/data/train/images/000020_female_Asian_50/normal.jpg,10,,FALSE,16,,2,1,1,,normal.jpg,female,50,20
/opt/ml/input/data/train/images/000021_female_Asian_54/incorrect_mask.jpg,10,,TRUE,10,,1,1,1,,incorrect_mask.jpg,female,54,21
/opt/ml/input/data/train/images/000021_female_Asian_54/mask1.jpg,4,,TRUE,4,,0,1,1,,mask1.jpg,female,54,21
/opt/ml/input/data/train/images/000021_female_Asian_54/mask2.jpg,4,,TRUE,4,,0,1,1,,mask2.jpg,female,54,21
/opt/ml/input/data/train/images/000021_female_Asian_54/mask3.jpg,4,,TRUE,4,,0,1,1,,mask3.jpg,female,54,21
/opt/ml/input/data/train/images/000021_female_Asian_54/mask4.jpg,4,,TRUE,4,,0,1,1,,mask4.jpg,female,54,21
/opt/ml/input/data/train/images/000021_female_Asian_54/mask5.jpg,4,,TRUE,4,,0,1,1,,mask5.jpg,female,54,21
/opt/ml/input/data/train/images/000021_female_Asian_54/normal.jpg,16,,TRUE,16,,2,1,1,,normal.jpg,female,54,21
/opt/ml/input/data/train/images/000022_female_Asian_58/incorrect_mask.jpg,10,,TRUE,10,,1,1,1,,incorrect_mask.jpg,female,58,22
/opt/ml/input/data/train/images/000022_female_Asian_58/mask1.jpg,4,,TRUE,4,,0,1,1,,mask1.jpg,female,58,22
/opt/ml/input/data/train/images/000022_female_Asian_58/mask2.jpg,4,,TRUE,4,,0,1,1,,mask2.jpg,female,58,22
/opt/ml/input/data/train/images/000022_female_Asian_58/mask3.jpg,4,,TRUE,4,,0,1,1,,mask3.jpg,female,58,22
/opt/ml/input/data/train/images/000022_female_Asian_58/mask4.jpg,4,,TRUE,4,,0,1,1,,mask4.jpg,female,58,22
/opt/ml/input/data/train/images/000022_female_Asian_58/mask5.jpg,4,,TRUE,4,,0,1,1,,mask5.jpg,female,58,22
/opt/ml/input/data/train/images/000022_female_Asian_58/normal.jpg,16,,TRUE,16,,2,1,1,,normal.jpg,female,58,22
/opt/ml/input/data/train/images/000023_female_Asian_55/incorrect_mask.jpg,10,,TRUE,10,,1,1,1,,incorrect_mask.jpg,female,55,23
/opt/ml/input/data/train/images/000023_female_Asian_55/mask1.jpg,4,,TRUE,4,,0,1,1,,mask1.jpg,female,55,23
/opt/ml/input/data/train/images/000023_female_Asian_55/mask2.jpg,4,,TRUE,4,,0,1,1,,mask2.jpg,female,55,23
/opt/ml/input/data/train/images/000023_female_Asian_55/mask3.jpg,4,,TRUE,4,,0,1,1,,mask3.jpg,female,55,23
/opt/ml/input/data/train/images/000023_female_Asian_55/mask4.jpg,4,,TRUE,4,,0,1,1,,mask4.jpg,female,55,23
/opt/ml/input/data/train/images/000023_female_Asian_55/mask5.jpg,4,,TRUE,4,,0,1,1,,mask5.jpg,female,55,23
/opt/ml/input/data/train/images/000023_female_Asian_55/normal.jpg,16,,TRUE,16,,2,1,1,,normal.jpg,female,55,23
/opt/ml/input/data/train/images/000024_female_Asian_58/incorrect_mask.jpg,10,,TRUE,10,,1,1,1,,incorrect_mask.jpg,female,58,24
/opt/ml/input/data/train/images/000024_female_Asian_58/mask1.jpg,4,,TRUE,4,,0,1,1,,mask1.jpg,female,58,24
/opt/ml/input/data/train/images/000024_female_Asian_58/mask2.jpg,4,,TRUE,4,,0,1,1,,mask2.jpg,female,58,24
/opt/ml/input/data/train/images/000024_female_Asian_58/mask3.jpg,4,,TRUE,4,,0,1,1,,mask3.jpg,female,58,24
/opt/ml/input/data/train/images/000024_female_Asian_58/mask4.jpg,4,,TRUE,4,,0,1,1,,mask4.jpg,female,58,24
/opt/ml/input/data/train/images/000024_female_Asian_58/mask5.jpg,4,,TRUE,4,,0,1,1,,mask5.jpg,female,58,24
/opt/ml/input/data/train/images/000024_female_Asian_58/normal.jpg,16,,TRUE,16,,2,1,1,,normal.jpg,female,58,24
/opt/ml/input/data/train/images/000025_female_Asian_49/incorrect_mask.jpg,10,,TRUE,10,,1,1,1,,incorrect_mask.jpg,female,49,25
/opt/ml/input/data/train/images/000025_female_Asian_49/mask1.jpg,4,,TRUE,4,,0,1,1,,mask1.jpg,female,49,25
/opt/ml/input/data/train/images/000025_female_Asian_49/mask2.jpg,4,,TRUE,4,,0,1,1,,mask2.jpg,female,49,25
/opt/ml/input/data/train/images/000025_female_Asian_49/mask3.jpg,4,,TRUE,4,,0,1,1,,mask3.jpg,female,49,25
/opt/ml/input/data/train/images/000025_female_Asian_49/mask4.jpg,4,,TRUE,4,,0,1,1,,mask4.jpg,female,49,25
/opt/ml/input/data/train/images/000025_female_Asian_49/mask5.jpg,4,,TRUE,4,,0,1,1,,mask5.jpg,female,49,25
/opt/ml/input/data/train/images/000025_female_Asian_49/normal.jpg,16,,TRUE,16,,2,1,1,,normal.jpg,female,49,25
/opt/ml/input/data/train/images/000026_female_Asian_56/incorrect_mask.jpg,10,,TRUE,10,,1,1,1,,incorrect_mask.jpg,female,56,26
/opt/ml/input/data/train/images/000026_female_Asian_56/mask1.jpg,4,,TRUE,4,,0,1,1,,mask1.jpg,female,56,26
/opt/ml/input/data/train/images/000026_female_Asian_56/mask2.jpg,4,,TRUE,4,,0,1,1,,mask2.jpg,female,56,26
/opt/ml/input/data/train/images/000026_female_Asian_56/mask3.jpg,4,,TRUE,4,,0,1,1,,mask3.jpg,female,56,26
/opt/ml/input/data/train/images/000026_female_Asian_56/mask4.jpg,4,,TRUE,4,,0,1,1,,mask4.jpg,female,56,26
/opt/ml/input/data/train/images/000026_female_Asian_56/mask5.jpg,4,,TRUE,4,,0,1,1,,mask5.jpg,female,56,26
/opt/ml/input/data/train/images/000026_female_Asian_56/normal.jpg,16,,TRUE,16,,2,1,1,,normal.jpg,female,56,26
/opt/ml/input/data/train/images/000028_female_Asian_58/incorrect_mask.jpg,10,,TRUE,10,,1,1,1,,incorrect_mask.jpg,female,58,28
/opt/ml/input/data/train/images/000028_female_Asian_58/mask1.jpg,4,,TRUE,4,,0,1,1,,mask1.jpg,female,58,28
/opt/ml/input/data/train/images/000028_female_Asian_58/mask2.jpg,4,,TRUE,4,,0,1,1,,mask2.jpg,female,58,28
/opt/ml/input/data/train/images/000028_female_Asian_58/mask3.jpg,4,,TRUE,4,,0,1,1,,mask3.jpg,female,58,28
/opt/ml/input/data/train/images/000028_female_Asian_58/mask4.jpg,4,,TRUE,4,,0,1,1,,mask4.jpg,female,58,28
/opt/ml/input/data/train/images/000028_female_Asian_58/mask5.jpg,4,,TRUE,4,,0,1,1,,mask5.jpg,female,58,28
/opt/ml/input/data/train/images/000028_female_Asian_58/normal.jpg,16,,TRUE,16,,2,1,1,,normal.jpg,female,58,28
/opt/ml/input/data/train/images/000029_female_Asian_58/incorrect_mask.jpg,10,,TRUE,10,,1,1,1,,incorrect_mask.jpg,female,58,29
/opt/ml/input/data/train/images/000029_female_Asian_58/mask1.jpg,4,,TRUE,4,,0,1,1,,mask1.jpg,female,58,29
/opt/ml/input/data/train/images/000029_female_Asian_58/mask2.jpg,4,,TRUE,4,,0,1,1,,mask2.jpg,female,58,29
/opt/ml/input/data/train/images/000029_female_Asian_58/mask3.jpg,4,,TRUE,4,,0,1,1,,mask3.jpg,female,58,29
/opt/ml/input/data/train/images/000029_female_Asian_58/mask4.jpg,4,,TRUE,4,,0,1,1,,mask4.jpg,female,58,29
/opt/ml/input/data/train/images/000029_female_Asian_58/mask5.jpg,4,,TRUE,4,,0,1,1,,mask5.jpg,female,58,29
/opt/ml/input/data/train/images/000029_female_Asian_58/normal.jpg,16,,TRUE,16,,2,1,1,,normal.jpg,female,58,29
/opt/ml/input/data/train/images/000030_female_Asian_55/incorrect_mask.jpg,10,,TRUE,10,,1,1,1,,incorrect_mask.jpg,female,55,30
/opt/ml/input/data/train/images/000030_female_Asian_55/mask1.jpg,4,,TRUE,4,,0,1,1,,mask1.jpg,female,55,30
/opt/ml/input/data/train/images/000030_female_Asian_55/mask2.jpg,4,,TRUE,4,,0,1,1,,mask2.jpg,female,55,30
/opt/ml/input/data/train/images/000030_female_Asian_55/mask3.jpg,4,,TRUE,4,,0,1,1,,mask3.jpg,female,55,30
/opt/ml/input/data/train/images/000030_female_Asian_55/mask4.jpg,4,,TRUE,4,,0,1,1,,mask4.jpg,female,55,30
/opt/ml/input/data/train/images/000030_female_Asian_55/mask5.jpg,4,,TRUE,4,,0,1,1,,mask5.jpg,female,55,30
/opt/ml/input/data/train/images/000030_female_Asian_55/normal.jpg,16,,TRUE,16,,2,1,1,,normal.jpg,female,55,30
/opt/ml/input/data/train/images/000031_female_Asian_54/incorrect_mask.jpg,10,,TRUE,10,,1,1,1,,incorrect_mask.jpg,female,54,31
/opt/ml/input/data/train/images/000031_female_Asian_54/mask1.jpg,4,,TRUE,4,,0,1,1,,mask1.jpg,female,54,31
/opt/ml/input/data/train/images/000031_female_Asian_54/mask2.jpg,4,,TRUE,4,,0,1,1,,mask2.jpg,female,54,31
/opt/ml/input/data/train/images/000031_female_Asian_54/mask3.jpg,4,,TRUE,4,,0,1,1,,mask3.jpg,female,54,31
/opt/ml/input/data/train/images/000031_female_Asian_54/mask4.jpg,4,,TRUE,4,,0,1,1,,mask4.jpg,female,54,31
/opt/ml/input/data/train/images/000031_female_Asian_54/mask5.jpg,4,,TRUE,4,,0,1,1,,mask5.jpg,female,54,31
/opt/ml/input/data/train/images/000031_female_Asian_54/normal.jpg,16,,TRUE,16,,2,1,1,,normal.jpg,female,54,31
/opt/ml/input/data/train/images/000033_male_Asian_57/incorrect_mask.jpg,7,,TRUE,7,,1,0,1,,incorrect_mask.jpg,male,57,33
/opt/ml/input/data/train/images/000033_male_Asian_57/mask1.jpg,1,,TRUE,1,,0,0,1,,mask1.jpg,male,57,33
/opt/ml/input/data/train/images/000033_male_Asian_57/mask2.jpg,1,,TRUE,1,,0,0,1,,mask2.jpg,male,57,33
/opt/ml/input/data/train/images/000033_male_Asian_57/mask3.jpg,1,,TRUE,1,,0,0,1,,mask3.jpg,male,57,33
/opt/ml/input/data/train/images/000033_male_Asian_57/mask4.jpg,1,,TRUE,1,,0,0,1,,mask4.jpg,male,57,33
/opt/ml/input/data/train/images/000033_male_Asian_57/mask5.jpg,1,,TRUE,1,,0,0,1,,mask5.jpg,male,57,33
/opt/ml/input/data/train/images/000033_male_Asian_57/normal.jpg,13,,TRUE,13,,2,0,1,,normal.jpg,male,57,33
/opt/ml/input/data/train/images/000034_female_Asian_55/incorrect_mask.jpg,10,,TRUE,10,,1,1,1,,incorrect_mask.jpg,female,55,34
/opt/ml/input/data/train/images/000034_female_Asian_55/mask1.jpg,4,,TRUE,4,,0,1,1,,mask1.jpg,female,55,34
/opt/ml/input/data/train/images/000034_female_Asian_55/mask2.jpg,4,,TRUE,4,,0,1,1,,mask2.jpg,female,55,34
/opt/ml/input/data/train/images/000034_female_Asian_55/mask3.jpg,4,,TRUE,4,,0,1,1,,mask3.jpg,female,55,34
/opt/ml/input/data/train/images/000034_female_Asian_55/mask4.jpg,4,,TRUE,4,,0,1,1,,mask4.jpg,female,55,34
/opt/ml/input/data/train/images/000034_female_Asian_55/mask5.jpg,4,,TRUE,4,,0,1,1,,mask5.jpg,female,55,34
/opt/ml/input/data/train/images/000034_female_Asian_55/normal.jpg,16,,TRUE,16,,2,1,1,,normal.jpg,female,55,34
/opt/ml/input/data/train/images/000036_female_Asian_58/incorrect_mask.jpg,10,,TRUE,10,,1,1,1,,incorrect_mask.jpg,female,58,36
/opt/ml/input/data/train/images/000036_female_Asian_58/mask1.jpg,4,,TRUE,4,,0,1,1,,mask1.jpg,female,58,36
/opt/ml/input/data/train/images/000036_female_Asian_58/mask2.jpg,4,,TRUE,4,,0,1,1,,mask2.jpg,female,58,36
/opt/ml/input/data/train/images/000036_female_Asian_58/mask3.jpg,4,,TRUE,4,,0,1,1,,mask3.jpg,female,58,36
/opt/ml/input/data/train/images/000036_female_Asian_58/mask4.jpg,4,,TRUE,4,,0,1,1,,mask4.jpg,female,58,36
/opt/ml/input/data/train/images/000036_female_Asian_58/mask5.jpg,4,,TRUE,4,,0,1,1,,mask5.jpg,female,58,36
/opt/ml/input/data/train/images/000036_female_Asian_58/normal.jpg,16,,TRUE,16,,2,1,1,,normal.jpg,female,58,36
/opt/ml/input/data/train/images/000037_female_Asian_58/incorrect_mask.jpg,10,,TRUE,10,,1,1,1,,incorrect_mask.jpg,female,58,37
/opt/ml/input/data/train/images/000037_female_Asian_58/mask1.jpg,4,,TRUE,4,,0,1,1,,mask1.jpg,female,58,37
/opt/ml/input/data/train/images/000037_female_Asian_58/mask2.jpg,4,,TRUE,4,,0,1,1,,mask2.jpg,female,58,37
/opt/ml/input/data/train/images/000037_female_Asian_58/mask3.jpg,4,,TRUE,4,,0,1,1,,mask3.jpg,female,58,37
